Age,EstimatedSalary,Gender,IsStudent,DailyInternetUsage,TimeSpentOnApp,Purchased
33,52013,Female,1,289,57.61,1
50,94069,Male,0,203,34.87,1
27,62173,Female,0,254,39.45,1
36,43982,Male,1,188,42.07,1
54,107428,Female,0,159,44.27,1
20,96450,Male,0,65,26.7,1
53,54055,Female,1,208,21.85,1
21,50939,Male,0,284,33.64,1
28,65601,Female,0,279,10.67,1
58,86458,Male,0,173,54.16,1
50,98468,Male,0,231,37.49,1
45,42964,Female,0,273,57.27,1
49,29324,Female,1,239,26.43,1
33,64839,Male,1,256,34.55,1
26,43078,Male,0,135,7.72,1
28,63137,Male,0,176,12.07,1
23,54929,Female,0,271,5.83,1
44,29255,Female,1,218,41.69,1
29,112436,Female,1,228,42.33,1
39,73159,Male,1,33,47.48,1
57,91808,Female,0,273,45.89,1
54,15098,Female,1,173,56.78,1
38,51536,Male,1,152,13.91,1
50,53052,Female,0,97,7.34,1
34,94961,Male,0,108,53.87,1
46,112600,Female,0,135,14.81,1
57,40289,Female,0,167,47.08,1
27,74026,Female,1,210,56.75,1
35,102248,Male,0,211,23.47,1
30,52918,Female,0,46,29.64,1
44,50646,Female,1,183,14.21,1
27,82923,Female,0,111,35.96,1
49,30002,Female,1,114,9.71,1
58,18933,Male,1,130,1.67,1
20,15000,Male,0,155,53.75,1
39,87162,Female,0,87,17.34,1
44,104202,Female,0,253,11.17,1
20,70187,Male,1,97,46.73,1
50,95277,Male,0,215,34.12,1
19,16295,Female,0,98,21.58,1
28,84924,Female,0,89,31.64,1
27,73602,Male,0,205,8.93,1
56,48267,Male,0,86,52.0,1
50,79105,Male,0,276,15.82,1
24,114826,Female,0,165,37.43,1
32,92828,Female,1,59,41.49,1
43,54810,Male,0,163,8.11,1
28,54922,Female,0,239,1.42,1
55,80525,Male,1,233,34.45,1
44,84884,Female,1,176,25.21,1
56,50131,Male,0,30,59.35,1
24,114633,Female,0,237,35.7,1
18,68563,Male,0,284,54.01,1
27,98469,Female,0,189,28.8,1
38,61557,Male,0,94,37.48,1
32,124736,Female,0,137,31.86,1
47,79086,Male,1,296,17.19,1
47,24035,Female,0,70,16.4,1
25,48530,Female,0,87,51.13,1
41,81721,Female,0,220,40.75,1
36,108111,Male,1,58,41.12,1
20,74241,Male,0,63,35.79,1
32,39497,Male,1,186,21.73,1
53,67829,Male,1,236,30.6,1
23,79561,Male,0,81,21.42,1
59,90334,Female,0,93,16.29,1
35,105902,Female,0,195,36.34,1
55,101370,Male,0,168,8.48,1
36,68763,Female,0,102,25.24,1
47,28996,Female,0,159,56.62,1
30,93644,Female,1,92,58.26,1
56,57663,Male,0,83,34.89,1
29,110250,Female,1,147,50.13,1
51,86442,Female,1,118,11.79,1
29,64624,Male,0,214,52.16,1
41,122935,Male,0,70,26.92,1
21,81575,Male,1,46,38.42,1
53,100588,Male,0,88,4.15,1
31,51418,Female,0,181,22.59,1
34,45738,Female,0,200,18.56,1
20,15572,Female,1,176,18.71,1
55,92826,Male,0,241,9.1,1
40,62323,Male,0,38,40.92,1
30,128180,Male,1,38,34.31,1
26,77553,Female,0,165,34.28,1
38,77750,Male,1,199,15.42,1
58,104480,Female,0,261,12.52,1
25,65036,Female,0,289,27.46,1
34,57842,Female,1,246,16.96,1
33,40394,Female,0,109,3.58,1
33,71552,Male,0,149,46.59,1
45,79609,Male,1,83,14.88,1
33,56977,Female,0,240,59.74,1
31,105266,Female,0,226,37.75,1
55,21118,Female,1,227,50.66,1
37,89711,Male,1,70,32.09,1
58,43714,Female,1,178,55.34,1
51,90390,Female,0,243,11.51,1
46,73435,Male,0,248,17.85,1
20,73736,Male,0,127,11.34,1
27,84099,Male,1,30,49.58,1
37,89753,Female,0,282,11.91,1
19,62894,Male,0,85,36.22,1
44,79188,Female,0,265,38.43,1
49,88014,Female,0,186,51.73,1
27,109164,Female,0,265,11.57,1
57,82974,Male,0,161,44.99,1
34,60647,Female,0,175,10.67,1
50,117035,Female,0,203,59.93,1
23,102652,Male,1,86,52.9,1
56,94918,Male,0,292,11.53,1
35,77239,Male,0,170,43.79,1
26,68850,Male,0,140,56.27,1
25,31491,Male,0,243,6.48,1
42,100198,Male,1,145,41.12,1
48,15000,Male,0,233,54.11,1
59,75405,Female,0,47,38.79,1
21,62882,Male,0,164,34.94,1
37,83330,Male,0,167,3.18,1
45,63616,Male,0,128,30.93,1
57,73755,Male,1,174,54.8,1
18,57001,Male,1,45,53.17,1
57,73283,Female,0,64,24.85,1
40,50677,Female,1,285,28.16,1
30,68986,Female,0,272,21.68,1
33,49339,Male,1,187,52.87,1
43,114406,Male,1,230,19.69,1
48,30496,Male,0,201,24.89,1
18,46571,Male,1,111,23.08,0
34,60640,Female,0,105,38.71,1
33,57825,Female,1,174,2.13,1
54,90753,Male,0,165,21.74,1
27,70026,Female,0,265,58.61,1
55,50964,Female,1,90,14.11,1
48,60764,Male,0,69,10.44,1
27,85906,Male,1,42,40.24,1
51,15000,Male,0,233,22.18,1
23,42176,Female,0,92,21.46,1
45,61497,Male,0,140,35.94,1
45,75444,Male,0,53,22.98,1
30,68982,Female,0,265,48.64,1
58,75893,Male,0,211,47.19,1
29,66673,Female,0,60,16.11,1
57,87928,Male,0,89,43.34,1
19,62644,Female,1,89,25.72,1
25,51398,Female,1,33,16.42,1
59,39159,Male,1,224,36.68,1
26,62201,Female,0,263,21.99,1
25,66436,Female,0,204,53.59,1
20,61327,Female,0,134,55.38,1
26,28638,Male,0,114,8.25,1
30,76642,Female,1,139,1.93,1
26,69408,Female,0,72,58.78,1
48,84602,Female,0,53,27.08,1
42,64024,Female,1,198,9.58,1
25,44460,Male,0,161,17.81,1
48,67108,Male,0,220,12.63,1
48,116724,Female,0,298,17.34,1
34,51926,Male,0,127,50.17,1
36,62252,Female,0,261,21.8,1
20,47114,Male,0,155,17.94,1
47,67701,Female,0,146,18.4,1
27,48235,Female,0,273,26.41,1
46,62677,Male,0,217,22.26,1
57,97605,Male,0,123,16.81,1
35,87838,Female,0,240,40.51,1
29,66492,Male,0,202,7.11,1
40,67884,Male,0,138,46.94,1
28,89396,Female,1,159,27.83,1
26,20980,Female,0,294,7.73,1
41,57226,Female,0,126,42.77,1
42,105245,Male,0,73,32.59,1
42,88480,Female,1,251,7.12,1
26,63932,Male,1,120,16.45,1
29,19783,Female,1,133,26.41,1
28,22131,Female,1,234,38.86,1
55,25867,Male,0,147,5.35,1
45,40961,Female,0,274,34.35,1
25,46602,Female,1,285,33.55,1
27,94497,Male,0,274,22.91,1
42,33544,Female,0,258,34.08,1
53,49701,Female,0,175,11.09,1
26,83170,Female,0,287,29.77,1
58,72011,Male,0,32,48.9,1
25,79611,Male,0,222,24.7,1
20,67747,Male,0,116,10.66,1
35,98013,Male,0,229,21.47,1
52,84857,Male,0,174,3.99,1
34,41656,Female,0,286,5.71,1
53,52824,Female,0,99,36.48,1
45,74004,Male,0,245,23.05,1
32,70626,Male,0,138,56.56,1
36,95062,Female,1,145,33.79,1
39,99004,Male,0,265,15.07,1
23,95626,Male,0,232,41.98,1
24,66630,Female,1,236,45.99,1
26,96576,Male,0,62,25.65,1
37,99933,Female,0,85,32.87,1
54,73924,Female,0,125,48.87,1
28,28646,Male,0,248,38.79,1
19,44100,Male,0,293,41.21,1
39,56982,Male,0,143,34.19,1
53,58920,Male,0,172,42.57,1
22,50959,Female,0,36,25.33,1
24,60091,Male,0,116,13.64,1
23,82414,Male,1,125,28.89,1
39,75763,Male,0,141,45.99,1
27,56983,Female,0,215,11.16,1
57,82138,Female,1,155,1.9,1
37,83455,Male,1,162,18.13,1
45,80921,Female,0,274,12.8,1
40,71208,Male,0,119,35.71,1
52,77662,Female,0,271,8.05,1
18,69344,Male,0,173,6.24,1
46,62114,Female,0,125,4.36,1
26,85958,Male,0,64,37.74,1
26,93268,Male,0,58,15.52,1
39,49819,Female,0,252,1.75,1
19,128199,Male,0,154,22.94,1
33,42900,Female,0,241,10.27,1
57,68422,Male,0,82,24.82,1
23,85279,Male,1,164,16.49,1
30,76669,Male,0,72,47.37,1
50,45659,Female,0,129,45.93,1
36,75270,Female,0,189,47.74,1
32,107626,Female,0,238,40.35,1
50,64814,Male,1,52,47.22,1
27,34400,Female,0,268,37.19,1
18,34755,Male,0,109,47.98,1
29,97790,Female,0,240,8.39,1
46,61192,Female,0,114,40.26,1
34,69205,Female,0,288,32.44,1
21,77829,Male,1,157,7.65,1
46,15000,Male,0,220,48.55,1
24,95949,Male,0,218,22.09,1
30,115184,Female,0,105,36.57,1
22,59796,Female,0,118,19.55,1
23,67033,Male,1,270,23.63,1
51,87575,Male,0,100,25.5,1
24,58258,Female,0,99,13.74,1
45,97264,Female,0,204,35.95,1
27,82856,Male,0,257,22.72,1
21,101459,Male,0,230,20.76,1
20,40887,Female,1,205,10.75,1
42,78841,Male,0,112,5.06,1
40,80356,Female,1,112,34.7,1
44,87740,Female,1,175,23.33,1
31,66803,Male,0,69,59.97,1
55,47006,Female,0,182,26.36,1
49,33112,Male,0,250,31.08,1
40,56375,Male,0,106,35.57,1
57,54105,Female,0,290,42.37,1
54,59449,Female,0,93,35.22,1
20,65283,Female,1,82,37.85,1
52,37987,Female,0,210,3.43,1
30,44288,Female,0,136,29.58,1
51,58500,Female,0,46,42.41,1
41,80003,Female,1,109,53.63,1
18,53809,Male,0,149,31.79,1
29,79848,Female,0,85,31.12,1
25,113267,Male,0,64,8.25,1
36,69310,Female,0,263,52.94,1
26,110758,Female,0,298,55.81,1
45,99743,Male,0,40,6.47,1
31,83334,Male,0,299,1.73,1
44,58041,Female,1,203,46.47,1
35,64033,Female,0,252,29.83,1
59,92644,Female,1,141,32.41,1
58,71621,Male,1,266,53.04,1
23,117971,Male,0,236,38.58,1
50,62049,Female,0,252,15.13,1
54,66902,Male,0,287,45.17,1
59,117054,Male,0,121,26.12,1
42,44905,Female,1,255,28.59,1
30,121550,Male,0,150,52.95,1
40,15689,Female,0,282,12.08,1
53,48758,Male,1,65,34.39,1
50,41814,Male,1,223,8.16,1
38,28205,Female,1,245,52.92,1
51,52756,Female,0,119,52.88,1
53,58475,Male,0,221,58.37,1
34,74585,Female,1,201,7.16,1
27,18060,Male,1,37,57.39,1
40,114994,Female,0,279,46.26,1
19,55979,Male,0,238,57.3,1
52,75246,Male,0,110,30.58,1
31,54635,Male,0,100,42.65,1
58,70107,Female,1,167,30.63,1
19,76631,Male,0,242,2.86,1
36,86909,Male,0,98,13.5,1
33,26144,Female,0,269,28.89,1
42,114950,Female,0,290,46.27,1
18,15000,Male,1,75,6.26,1
19,76149,Female,0,134,31.21,1
44,77157,Male,0,45,38.52,1
19,52198,Male,0,48,33.75,1
47,67098,Female,0,39,28.02,1
27,74846,Male,0,99,31.83,1
36,48244,Female,0,244,58.99,1
59,15000,Male,1,85,54.01,1
33,58000,Male,0,219,8.41,1
30,116938,Female,0,73,24.95,1
25,43529,Male,0,225,3.52,1
48,56044,Female,0,111,21.96,1
42,57618,Female,1,125,14.62,1
56,57540,Female,0,134,8.67,1
38,31617,Female,1,127,8.96,1
55,90665,Male,0,198,3.92,1
58,77828,Female,1,237,54.34,1
46,62058,Female,0,53,52.79,1
23,40225,Male,0,85,29.74,1
35,53119,Female,0,160,6.97,1
52,82050,Male,0,275,52.7,1
44,79521,Female,0,211,50.42,1
22,67780,Female,0,232,38.69,1
24,82810,Male,0,208,47.08,1
27,120960,Female,0,268,26.44,1
27,97543,Female,0,156,17.45,1
45,37617,Male,0,221,24.31,1
53,112264,Male,1,181,34.06,1
27,63813,Female,0,95,28.54,1
52,88820,Female,0,263,21.16,1
52,62660,Male,0,97,48.83,1
54,25829,Male,0,75,29.48,1
37,75672,Male,0,47,5.51,1
30,103743,Female,1,93,34.33,1
28,44869,Male,0,144,45.29,1
36,59329,Female,0,116,21.65,1
45,121160,Male,0,294,20.1,1
55,102117,Female,1,162,27.8,1
21,92345,Female,0,245,28.98,1
54,86978,Male,0,31,25.27,1
36,77387,Male,0,270,24.42,1
54,47951,Male,0,262,25.57,1
31,56997,Female,1,196,41.74,1
48,102968,Male,1,294,5.73,1
45,65970,Male,0,36,29.95,1
53,25546,Female,0,277,26.16,1
55,72547,Female,0,57,13.74,1
36,20905,Male,0,51,37.23,1
59,52402,Female,0,236,21.56,1
18,26401,Female,0,262,5.37,1
40,69825,Female,1,116,55.03,1
45,76196,Female,0,124,38.57,1
21,106997,Female,0,253,11.83,1
58,84463,Male,1,41,14.36,1
35,57806,Female,0,39,28.42,1
56,47182,Male,0,166,30.51,1
42,81238,Male,0,211,59.35,1
35,27726,Female,1,263,48.63,1
23,107881,Female,1,241,3.94,1
36,80653,Female,0,53,15.68,1
29,40670,Female,0,169,59.51,1
42,49657,Female,1,61,55.34,1
52,56806,Male,1,169,47.06,1
18,67739,Female,0,212,43.5,1
22,77518,Male,0,129,34.13,1
18,63242,Male,0,219,26.84,1
25,78155,Male,0,124,34.22,1
56,58267,Female,0,47,52.65,1
35,106073,Male,1,204,26.07,1
26,89131,Male,0,253,7.8,1
22,97322,Female,0,109,4.45,1
21,79100,Female,0,124,30.45,1
46,99262,Female,0,88,52.45,1
18,16926,Female,0,227,41.11,1
47,69555,Female,1,141,23.32,1
18,107657,Male,0,296,16.6,1
20,95221,Female,0,32,36.94,1
39,85332,Male,1,51,3.54,1
25,52666,Male,1,213,48.33,1
35,87141,Male,0,74,26.77,1
42,81952,Male,1,188,42.96,1
37,37366,Male,0,221,10.55,1
48,96179,Male,1,147,39.5,1
47,65494,Male,0,136,18.5,1
33,45340,Male,0,235,23.09,1
19,39398,Female,1,260,37.11,1
34,57060,Female,0,288,50.49,1
27,76500,Female,0,256,23.37,1
24,58825,Male,0,167,24.11,1
59,47525,Male,0,78,26.82,1
26,52793,Female,0,168,42.65,1
34,74582,Male,0,189,52.09,1
26,93840,Male,0,225,57.15,1
26,71525,Female,0,257,56.87,1
54,114381,Male,1,152,47.77,1
41,47608,Female,0,83,39.47,1
56,53901,Male,0,76,21.21,1
28,83963,Male,0,249,55.03,1
25,65902,Male,0,204,8.97,1
42,98465,Female,0,215,11.89,1
19,36015,Male,0,34,10.79,1
27,77249,Male,1,54,51.11,1
41,87221,Male,0,133,51.36,1
33,24681,Male,0,88,9.99,1
36,37135,Female,0,160,57.89,1
48,54490,Female,1,260,19.69,1
28,36160,Male,0,137,34.95,1
23,67777,Female,0,294,40.16,1
23,87108,Male,1,96,1.02,1
49,56667,Female,0,181,23.21,1
56,88520,Female,1,173,38.68,1
30,44265,Male,1,192,48.72,1
20,50287,Female,1,68,21.35,1
58,52897,Male,1,131,38.52,1
52,64752,Male,1,288,32.79,1
55,28807,Male,0,60,23.89,1
34,33594,Female,1,105,15.52,1
20,29900,Male,0,133,43.48,1
51,75871,Female,1,87,44.17,1
29,78407,Male,0,233,15.99,1
41,15000,Male,1,59,3.86,1
23,111067,Female,0,195,57.52,1
59,21080,Male,0,210,13.85,1
28,92572,Female,1,277,40.79,1
44,96379,Female,1,49,21.09,1
41,98464,Male,0,104,20.54,1
35,53755,Male,1,171,49.69,1
44,72741,Male,0,47,51.86,1
58,65375,Female,1,125,37.71,1
38,115110,Female,0,54,9.08,1
51,63373,Female,0,72,1.08,1
50,104693,Female,0,162,23.98,1
35,44648,Female,1,219,41.05,1
20,54429,Male,0,83,38.0,1
41,62451,Male,0,238,57.27,1
18,70469,Male,1,158,41.66,1
23,68658,Male,1,91,48.99,1
36,55170,Female,0,154,49.36,1
39,17216,Male,1,198,8.18,1
25,38411,Female,0,251,16.34,1
22,83787,Male,1,62,57.77,1
26,91961,Male,0,195,8.02,1
38,62915,Male,0,78,1.34,1
45,49747,Male,0,173,28.64,1
21,27886,Male,0,89,4.95,1
41,104647,Male,0,270,51.52,1
25,83494,Male,0,36,3.34,0
34,39261,Female,1,288,43.35,1
51,78385,Male,1,124,42.94,1
37,71806,Male,1,148,44.22,1
33,95944,Female,0,160,4.45,1
27,74233,Female,0,282,14.53,1
51,67765,Female,0,49,51.54,1
27,85388,Female,0,53,16.41,1
47,94537,Male,1,178,31.33,1
47,70247,Female,0,205,52.22,1
42,41985,Male,1,78,36.45,1
58,84464,Female,0,47,45.65,1
24,85565,Male,0,224,35.24,1
37,77937,Male,0,290,15.2,1
34,80464,Female,0,160,16.39,1
20,57225,Male,0,209,52.76,1
57,73346,Female,1,222,35.14,1
53,94009,Male,0,230,6.34,1
43,80662,Male,0,92,10.23,1
27,93658,Female,0,124,6.91,1
51,93176,Male,0,61,27.15,1
31,115562,Male,1,32,59.92,1
25,98542,Female,0,118,52.26,1
44,56394,Male,0,107,47.6,1
27,58823,Male,1,200,55.55,1
32,24165,Female,1,178,44.31,1
54,49950,Female,1,89,50.5,1
39,81985,Female,0,78,57.97,1
48,92801,Female,0,101,41.56,1
19,46647,Male,0,31,14.75,1
48,90357,Female,1,247,47.07,1
31,73786,Female,0,157,28.86,1
27,98628,Female,1,275,8.27,1
47,99591,Female,1,228,5.83,1
53,80003,Male,0,261,37.26,1
57,61774,Male,1,84,39.25,1
32,77717,Female,0,241,18.44,1
31,94709,Male,0,108,7.88,1
48,101151,Male,0,250,59.03,1
46,62950,Female,1,183,35.93,1
44,102682,Female,1,188,49.77,1
38,66453,Male,0,155,12.52,1
26,136236,Female,0,103,22.18,1
37,57478,Male,0,168,8.97,1
52,48779,Female,0,198,35.34,1
32,92395,Male,1,225,17.75,1
41,89506,Male,0,147,43.77,1
33,40578,Male,0,261,7.59,1
53,68232,Female,1,226,13.88,1
28,84868,Male,1,263,47.07,1
25,71085,Male,0,37,7.84,1
20,93776,Female,1,195,36.51,1
36,80440,Female,0,139,36.48,1
58,90901,Female,0,147,42.74,1
20,76396,Male,0,206,36.91,1
53,95400,Male,0,204,34.81,1
42,95811,Male,0,64,51.5,1
53,74650,Female,0,280,45.53,1
28,69623,Male,0,104,54.21,1
33,61400,Male,0,207,16.6,1
34,63400,Male,0,33,42.06,1
59,78037,Male,1,99,54.43,1
41,88424,Female,0,254,27.25,1
34,99218,Male,0,255,17.03,1
37,27466,Female,0,249,58.15,1
39,15000,Female,0,186,46.38,1
23,66418,Female,0,278,18.06,1
24,73365,Male,0,196,58.06,1
31,21321,Male,0,146,28.48,1
28,75652,Female,0,207,40.33,1
29,42046,Female,0,164,25.77,1
22,73386,Female,0,239,40.85,1
22,22063,Male,1,139,29.82,1
37,56117,Male,0,84,26.25,1
32,76594,Female,0,268,4.06,1
43,84456,Female,0,190,15.3,1
50,72677,Male,0,204,23.69,1
47,42852,Male,1,282,7.8,1
41,79665,Female,1,286,47.22,1
40,48616,Male,0,194,35.86,1
26,81445,Male,0,267,26.53,1
20,111838,Female,0,65,47.08,1
53,62197,Female,1,108,37.63,1
24,122129,Female,1,220,37.93,1
39,85326,Male,0,195,20.7,1
31,63921,Male,0,226,47.96,1
46,117424,Female,0,121,15.56,1
33,70045,Male,0,255,4.5,1
51,48150,Female,0,162,18.52,1
27,54616,Male,0,209,32.89,1
24,71984,Female,0,46,5.47,1
42,52672,Female,0,113,57.84,1
44,60980,Male,0,135,57.13,1
32,54961,Female,0,292,10.2,1
49,84337,Male,0,240,45.76,1
45,119596,Female,1,191,8.74,1
26,66808,Female,0,136,56.27,1
24,47665,Female,0,122,37.49,1
33,68221,Male,1,175,8.54,1
43,45650,Male,0,165,18.72,1
52,148357,Female,0,67,50.62,1
34,97215,Female,0,286,43.28,1
40,108827,Female,0,297,54.55,1
25,91024,Male,0,153,24.5,1
19,40351,Female,0,143,18.89,1
48,80405,Male,0,210,12.35,1
49,80473,Female,1,269,8.06,1
46,97258,Female,0,268,15.69,1
20,79086,Female,1,158,48.33,1
25,49295,Female,1,75,47.13,1
19,121463,Female,0,241,1.87,1
48,91387,Male,0,99,21.8,1
54,61901,Female,0,206,39.96,1
37,70144,Female,1,175,20.8,1
46,82578,Male,0,198,3.55,1
34,61936,Male,0,100,28.25,1
27,73210,Male,0,106,36.22,1
58,78521,Female,0,136,40.4,1
39,65714,Male,1,240,58.23,1
23,88323,Male,1,70,22.94,1
51,62383,Female,0,55,49.4,1
48,54644,Female,0,86,47.91,1
29,95031,Female,0,84,45.56,1
29,86082,Male,0,236,32.98,1
33,69529,Male,1,84,55.14,1
42,53788,Male,0,249,5.34,1
39,91478,Female,0,53,13.82,1
44,68774,Male,1,275,13.36,1
41,64218,Female,0,295,1.87,1
29,55629,Male,0,192,59.43,1
35,40316,Female,1,149,2.92,1
33,95386,Male,0,299,9.51,1
21,48272,Male,0,194,31.99,1
29,35782,Male,0,111,9.43,1
50,67776,Female,0,213,48.92,1
39,77322,Female,0,115,23.66,1
35,107850,Female,0,122,8.28,1
50,77870,Female,0,149,24.26,1
44,19438,Female,0,104,15.76,1
59,45529,Male,0,227,44.34,1
36,108120,Female,1,88,23.87,1
31,69398,Female,0,96,52.87,1
42,43348,Female,1,124,20.99,1
51,36445,Female,0,83,23.46,1
41,84894,Male,0,204,42.15,1
55,47034,Male,0,62,11.42,1
40,67523,Male,1,120,43.37,1
22,60290,Female,0,201,18.02,1
53,114059,Female,0,217,5.4,1
41,42861,Female,1,187,54.04,1
53,104883,Male,0,215,31.81,1
22,126141,Female,0,191,43.32,1
56,43772,Male,1,278,7.67,1
23,34252,Male,0,90,18.27,1
53,77673,Male,1,118,30.15,1
21,71686,Male,0,59,27.65,1
27,103850,Female,1,298,54.0,1
18,40182,Male,1,282,53.87,1
38,75610,Male,0,78,57.27,1
57,81118,Female,0,43,1.31,1
56,72909,Male,0,132,6.19,1
54,59885,Male,1,160,9.82,1
20,68828,Female,0,238,54.42,1
48,147437,Female,0,53,8.08,1
44,27565,Female,1,292,20.02,1
34,127079,Male,0,162,4.5,1
40,57646,Male,0,231,11.69,1
30,41420,Male,0,295,46.94,1
44,43095,Male,0,132,27.73,1
37,66553,Female,0,143,12.18,1
30,73355,Male,0,39,51.25,1
41,71965,Male,0,265,16.54,1
58,60202,Female,0,242,33.62,1
20,110426,Male,0,46,59.46,1
27,41596,Female,0,114,9.62,1
18,60901,Female,0,190,53.4,1
30,69246,Male,1,295,27.84,1
31,68889,Female,0,150,50.86,1
50,42236,Male,1,281,42.5,1
19,72443,Male,1,46,57.4,1
19,79781,Female,0,190,47.27,1
56,80236,Male,0,59,10.41,1
58,80852,Male,0,209,36.23,1
48,51523,Male,1,55,53.35,1
21,42217,Female,1,192,7.28,1
51,47416,Female,0,71,18.82,1
36,50013,Female,1,154,19.92,1
54,15000,Female,1,268,38.93,1
26,64686,Female,0,93,57.87,1
41,66583,Male,1,249,31.14,1
30,44328,Female,1,268,44.29,1
47,82339,Female,1,202,33.59,1
36,63961,Male,1,85,39.44,1
58,81799,Female,0,88,54.33,1
27,56194,Female,1,269,39.92,1
59,56353,Male,0,177,23.38,1
31,90224,Male,1,107,7.39,1
57,32038,Female,1,108,1.28,1
37,69699,Female,0,184,40.11,1
21,80474,Male,0,210,36.51,1
55,97887,Male,1,40,13.44,1
56,78113,Male,0,155,9.32,1
22,44621,Male,0,65,25.53,1
59,56842,Male,1,101,28.24,1
49,24199,Male,0,59,26.74,1
23,53233,Female,0,241,15.6,1
31,96852,Female,1,102,53.22,1
23,102887,Male,0,227,16.06,1
31,63175,Female,1,32,35.16,1
29,115213,Male,0,59,21.59,1
44,54077,Male,0,293,25.27,1
43,74783,Male,0,245,35.4,1
29,17788,Female,0,63,46.0,1
25,67959,Female,0,258,56.05,1
27,71634,Male,1,47,7.15,1
33,53691,Female,0,164,14.98,1
43,98521,Male,0,267,24.04,1
25,26013,Female,1,239,18.65,1
58,25294,Male,0,174,30.13,1
46,72633,Male,0,92,17.94,1
37,15000,Male,1,289,54.27,1
34,88299,Male,0,65,35.76,1
36,64896,Male,1,42,46.75,1
34,87282,Male,0,127,24.91,1
56,71945,Male,0,222,29.55,1
18,77848,Female,0,64,2.58,0
46,67662,Female,1,77,17.01,1
31,99956,Male,0,298,28.51,1
34,96696,Male,0,51,43.04,1
30,79590,Male,1,240,29.12,1
46,77371,Female,1,236,57.5,1
51,87571,Female,1,192,7.82,1
44,66438,Male,1,135,37.62,1
50,78750,Male,0,282,20.09,1
46,52934,Male,0,98,24.18,1
54,37334,Female,0,123,46.82,1
56,67352,Male,0,235,39.77,1
36,95218,Female,0,181,27.11,1
41,87244,Female,0,118,39.06,1
31,42987,Female,0,296,50.44,1
54,52472,Male,0,223,15.17,1
22,60153,Female,1,292,29.66,1
41,34776,Female,0,131,59.7,1
51,51311,Male,0,63,3.18,1
48,38417,Male,1,48,29.73,1
47,61233,Male,1,266,57.35,1
26,57706,Female,0,122,35.53,1
44,90726,Female,1,247,29.96,1
45,76822,Female,1,240,27.4,1
59,96812,Male,0,170,35.39,1
43,16633,Female,1,253,42.35,1
35,42849,Male,0,110,36.28,1
53,78653,Female,1,203,6.11,1
25,76838,Female,1,244,29.94,1
35,61760,Female,0,225,57.12,1
37,94110,Female,0,79,26.89,1
49,68777,Male,0,92,35.15,1
46,127069,Male,1,37,26.94,1
35,72537,Male,1,259,2.21,1
24,54305,Female,0,50,8.55,1
18,109196,Female,0,138,16.13,1
45,70502,Male,0,274,36.62,1
50,85378,Male,0,222,28.28,1
21,46009,Female,1,195,53.88,1
37,78967,Female,1,30,31.9,1
53,68713,Male,0,135,53.11,1
48,86815,Female,0,253,29.38,1
55,61280,Male,0,63,42.76,1
45,28478,Male,0,66,27.4,1
20,87732,Male,0,51,44.11,1
23,69686,Male,1,56,59.51,1
40,53378,Female,0,94,26.05,1
24,73412,Female,1,152,12.81,1
53,74118,Male,0,256,1.12,1
18,80874,Female,0,251,59.59,1
23,80159,Female,0,42,48.63,1
41,104956,Male,1,266,22.9,1
54,62125,Female,1,268,22.41,1
53,95306,Male,0,72,9.79,1
41,60349,Male,0,292,2.22,1
55,31620,Female,0,197,23.75,1
46,101961,Female,1,279,27.44,1
54,48878,Female,0,42,16.33,1
49,90160,Male,1,226,18.06,1
42,71983,Female,1,270,50.58,1
27,75593,Female,0,242,51.9,1
52,98013,Male,0,281,41.23,1
42,15441,Male,0,101,42.14,1
44,90406,Male,0,148,46.49,1
49,86305,Male,0,199,40.89,1
29,47531,Female,0,200,50.11,1
21,70244,Female,0,89,2.73,1
59,91828,Female,0,286,46.14,1
43,43262,Male,0,287,40.37,1
20,65142,Male,1,119,6.98,1
34,97406,Male,0,140,55.79,1
26,34739,Male,0,269,11.83,1
46,76629,Female,0,133,33.79,1
18,76903,Male,1,73,2.46,1
35,75174,Male,0,185,54.6,1
58,38909,Female,0,90,55.09,1
37,68679,Male,0,85,53.06,1
58,70318,Female,0,39,59.29,1
51,65665,Male,0,217,12.11,1
45,90037,Male,0,103,57.79,1
52,69888,Male,0,179,33.68,1
33,75396,Female,1,123,33.91,1
38,35377,Male,0,198,25.0,1
30,47324,Male,0,32,12.67,1
52,53415,Male,1,111,56.28,1
59,55489,Male,0,48,53.5,1
49,70455,Male,0,258,58.89,1
55,47839,Male,0,148,37.38,1
23,39154,Male,0,148,47.76,1
55,72660,Female,0,47,29.65,1
55,68421,Female,1,158,5.65,1
30,77417,Female,0,251,51.99,1
56,123651,Female,0,204,38.97,1
30,38273,Male,0,170,8.35,1
29,70816,Female,0,118,50.09,1
50,68809,Female,0,142,36.62,1
45,72576,Female,0,186,42.88,1
20,122788,Male,0,137,53.17,1
35,15000,Female,1,101,55.19,1
43,60140,Female,0,134,12.74,1
57,69788,Male,0,73,36.95,1
19,82884,Male,0,275,41.22,1
21,87409,Female,0,196,39.09,1
45,26680,Female,0,243,34.71,1
45,65306,Male,0,156,47.8,1
42,46178,Female,0,235,15.24,1
43,78889,Male,0,127,21.39,1
19,73760,Female,0,233,51.23,1
59,55229,Female,0,222,21.86,1
51,114433,Male,0,212,56.82,1
47,62576,Male,0,130,35.2,1
38,61705,Female,1,283,9.5,1
